company,year,theme,subtheme,keyword,count
Nvidia,2017,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Nvidia,2018,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Nvidia,2020,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Nvidia,2021,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Nvidia,2022,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Nvidia,2023,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",1
Nvidia,2025,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",1
Shell,2014,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Shell,2015,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Shell,2016,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Shell,2020,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",1
Shell,2022,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Shell,2024,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Shell,2025,Explore vs Exploit,Explore,"emerge [emerging, emerged, emerges, emergent]",0
Amazon,1997,Explore vs Exploit,Explore,"option [options, optional, optionality]",2
Amazon,2016,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Amazon,2020,Explore vs Exploit,Explore,"option [options, optional, optionality]",1
Amazon,2021,Explore vs Exploit,Explore,"option [options, optional, optionality]",2
Amazon,2022,Explore vs Exploit,Explore,"option [options, optional, optionality]",1
Amazon,2024,Explore vs Exploit,Explore,"option [options, optional, optionality]",2
Amazon,2025,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Chevron,2013,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Chevron,2018,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Chevron,2020,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Chevron,2021,Explore vs Exploit,Explore,"option [options, optional, optionality]",1
Chevron,2022,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Chevron,2023,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Chevron,2024,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Nvidia,2017,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Nvidia,2018,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Nvidia,2020,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Nvidia,2021,Explore vs Exploit,Explore,"option [options, optional, optionality]",1
Nvidia,2022,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Nvidia,2023,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Nvidia,2025,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Shell,2014,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Shell,2015,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Shell,2016,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Shell,2020,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Shell,2022,Explore vs Exploit,Explore,"option [options, optional, optionality]",1
Shell,2024,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Shell,2025,Explore vs Exploit,Explore,"option [options, optional, optionality]",0
Amazon,1997,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Amazon,2016,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",3
Amazon,2020,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",6
Amazon,2021,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",22
Amazon,2022,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",14
Amazon,2024,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",19
Amazon,2025,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",13
Chevron,2013,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Chevron,2018,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Chevron,2020,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Chevron,2021,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Chevron,2022,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Chevron,2023,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Chevron,2024,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Nvidia,2017,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Nvidia,2018,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Nvidia,2020,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",5
Nvidia,2021,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",8
Nvidia,2022,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",2
Nvidia,2023,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",3
Nvidia,2025,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Shell,2014,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Shell,2015,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Shell,2016,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Shell,2020,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Shell,2022,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Shell,2024,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Shell,2025,Explore vs Exploit,Explore,"invent [invention, inventions, inventing, invented, inventive, inventor, inventors] !inventory, inventories",0
Amazon,1997,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Amazon,2016,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Amazon,2020,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",4
Amazon,2021,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",8
Amazon,2022,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",9
Amazon,2024,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",4
Amazon,2025,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",1
Chevron,2013,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Chevron,2018,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",3
Chevron,2020,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",1
Chevron,2021,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",3
Chevron,2022,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",1
Chevron,2023,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",1
Chevron,2024,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",1
Nvidia,2017,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",3
Nvidia,2018,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",3
Nvidia,2020,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",2
Nvidia,2021,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Nvidia,2022,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",1
Nvidia,2023,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Nvidia,2025,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",2
Shell,2014,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Shell,2015,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Shell,2016,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Shell,2020,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Shell,2022,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Shell,2024,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Shell,2025,Explore vs Exploit,Explore,"innovate [innovation, innovative, innovations, innovating, innovator, innovators, innovated]",0
Amazon,1997,Explore vs Exploit,Explore,R&D,0
Amazon,2016,Explore vs Exploit,Explore,R&D,0
Amazon,2020,Explore vs Exploit,Explore,R&D,0
Amazon,2021,Explore vs Exploit,Explore,R&D,0
Amazon,2022,Explore vs Exploit,Explore,R&D,0
Amazon,2024,Explore vs Exploit,Explore,R&D,0
Amazon,2025,Explore vs Exploit,Explore,R&D,0
Chevron,2013,Explore vs Exploit,Explore,R&D,0
Chevron,2018,Explore vs Exploit,Explore,R&D,0
Chevron,2020,Explore vs Exploit,Explore,R&D,0
Chevron,2021,Explore vs Exploit,Explore,R&D,0
Chevron,2022,Explore vs Exploit,Explore,R&D,0
Chevron,2023,Explore vs Exploit,Explore,R&D,0
Chevron,2024,Explore vs Exploit,Explore,R&D,0
Nvidia,2017,Explore vs Exploit,Explore,R&D,0
Nvidia,2018,Explore vs Exploit,Explore,R&D,0
Nvidia,2020,Explore vs Exploit,Explore,R&D,1
Nvidia,2021,Explore vs Exploit,Explore,R&D,0
Nvidia,2022,Explore vs Exploit,Explore,R&D,0
Nvidia,2023,Explore vs Exploit,Explore,R&D,1
Nvidia,2025,Explore vs Exploit,Explore,R&D,0
Shell,2014,Explore vs Exploit,Explore,R&D,0
Shell,2015,Explore vs Exploit,Explore,R&D,0
Shell,2016,Explore vs Exploit,Explore,R&D,0
Shell,2020,Explore vs Exploit,Explore,R&D,0
Shell,2022,Explore vs Exploit,Explore,R&D,0
Shell,2024,Explore vs Exploit,Explore,R&D,0
Shell,2025,Explore vs Exploit,Explore,R&D,0
